Ligne (ID);Ligne (nom court);Code du sens;Destination;Point d'arrêt (ID);Point d'arrêt (nom);Coordonnées;Arrivée (théorique);Départ (théorique);Arrivée;Départ;Course (ID);Bus (ID);Bus (numéro);Précision
0122;N2;;La Poterie;1009;Metz Volney;48.121635, -1.663186;;;;;268437614;;;Applicable
